merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,resolution_type,resolution_confidence,raw_record_count,conflict_details
MCH3613,Lad-Chacko,4814,Telecom,Private_Limited,Jaipur,Rajasthan,2025-04-02 00:00:00,XXXX9897,ACTIVE,466.16,SINGLETON,1.0,1,No duplicates
MCH3614,Morar-Sundaram,5812,Restaurant,Individual,Mumbai,Maharashtra,2023-08-09 00:00:00,XXXX5060,ACTIVE,1484.85,SINGLETON,1.0,1,No duplicates
MCH3616,Dua Group,5942,Books & Stationery,Private-Limited,Lko,Uttar Pradesh,2026-02-24 20:51:00,CYIZ1339742109891,ACTIVE,,CONFLICTING_MERCHANT_RECORD,0.55,4,"Conflicting Names: ['Dua Group', 'Comar, Munshi And Kakar', 'Bakshi Group', 'Trivedi-Ramachandran']; Conflicting Categories: ['Book Store', 'Department Stores', 'Travel', 'Grocery_Store']; Conflicting Cities: ['Lko', 'Asr', 'Hyderabad', 'Jalandhar']"
MCH3618,"Narang, Atwal And Merchant",,Pharmacy,Sole_Proprietor,Mumbai,Maharashtra,2023-07-25 00:00:00,LZII0053942814377,ACTIVE,1728.22,FORMATTING_DUPLICATE,0.85,2,2 records with formatting variations consolidated
MCH3619,"Mody, Sami And Batta",5999,Miscellaneous Retail,Sole_Proprietor,Kolkata,West Bengal,2026-01-27 07:14:00,7469875023,INACTIVE,3456.23,SINGLETON,1.0,1,No duplicates
MCH3625,Singhal Ltd,5812,Restaurant,Sole_Proprietor,Mumbai,Maharashtra,2025-10-28 12:02:57,XXXX0908,ACTIVE,10079.36,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Lall Inc', 'Singhal Ltd']; Conflicting Categories: ['Fashion', 'Restaurants']; Conflicting Cities: ['Kolkata', 'Mumbai']"
MCH3627,"Chandra, Venkataraman And Palla",5912,Pharmacy,Sole Proprietor,Jpr,Rajasthan,2025-10-09 00:00:00,1981451941,ACTIVE,379.66,SINGLETON,1.0,1,No duplicates
MCH3628,Mitra Ltd,5699,Apparel,Sole_Proprietor,Delhi,Delhi,2023-08-05 00:00:00,,ACTIVE,3214.64,SINGLETON,1.0,1,No duplicates
MCH3630,Chacko Ltd,5812,Restaurant,Partnership,Mumbai,Maharashtra,2023-06-11 00:00:00,,INACTIVE,2433.39,SINGLETON,1.0,1,No duplicates
MCH3637,"Lalla, Deep And Sama",5699,Apparel,Individual,Poona,Maharashtra,2023-05-27 00:00:00,GKWZ9818461335290,ACTIVE,560.03,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Pai-Parikh', 'Lalla, Deep And Sama']; Conflicting Categories: ['Eating Place', 'Fashion']; Conflicting Cities: ['Hyderabad', 'Poona']"
MCH3640,Parikh-Raghavan,7011,Hotel & Lodging,Sole_Proprietor,Hyderabad,Telangana,2023-04-11 22:07:00,0058678829,ACTIVE,400.1,SINGLETON,1.0,1,No duplicates
MCH3641,"Khurana, Barman And Suresh",5699,Apparel,Individual,Delhi,Delhi,2025-08-06 08:41:00,XXXX0826,ACTIVE,2224.44,SINGLETON,1.0,1,No duplicates
MCH3642,Prabhu-Pai,5411,Grocery,Sole_Proprietor,Calcutta,West Bengal,2025-11-24 00:00:00,,ACTIVE,3223.63,SINGLETON,1.0,1,No duplicates
MCH3649,"Jain, Sama And Sarma",5999,Miscellaneous Retail,Partnership,Mumbai,Maharashtra,2025-06-08 21:51:00,XXXX8840,ACTIVE,671.85,SINGLETON,1.0,1,No duplicates
MCH3652,Varghese Plc,,Miscellaneous Retail,Partnership,Ldh,Punjab,,,ACTIVE,2254.0,SINGLETON,1.0,1,No duplicates
MCH3654,Ganesan Ltd,5812,Restaurant,Sole_Proprietor,Jalandhar,Punjab,2024-02-11 00:00:00,XXXX6762,ACTIVE,286.1,SINGLETON,1.0,1,No duplicates
MCH3655,Batra Llc,5912,Pharmacy,Sole_Proprietor,Poona,Maharashtra,2024-08-17 00:00:00,,ACTIVE,528.59,SINGLETON,1.0,1,No duplicates
MCH3656,"Sani, Rajagopalan And Sachar",5411,Grocery,Individual,Chennai,Tamil Nadu,2024-11-26 00:00:00,EFFS9159320721097,ACTIVE,901.19,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Sani, Rajagopalan And Sachar', 'Kurian-Chad', 'Agrawal Ltd']; Conflicting Categories: ['Grocery Stores', 'Restaurant', 'Telecom']; Conflicting Cities: ['Chennai', 'Calcutta', 'Ludhiana']"
MCH3659,Rege-Raja,5942,Books & Stationery,Individual,Amritsar,Punjab,2024-12-27 00:00:00,XXXX6878,ACTIVE,2311.5,CONFLICTING_MERCHANT_RECORD,0.55,6,"Conflicting Names: ['Tandon Plc', 'Rege-Raja', 'Samra Inc', 'Ch0Udhary-Sama', 'Kashyap Llc']; Conflicting Categories: ['Kirana', 'Stationery', 'Restaurants', 'Pharmacies', 'Bus/Taxi']; Conflicting Cities: ['Lko', 'Amritsar', 'Madras', 'Chennai', 'Poona']"
MCH3661,"Deshmukh, Patla And Goel",4131,Transportation,Individual,Ludhiana,Punjab,2023-11-17 00:00:00,XXXX0412,SUSPENDED,1439.0,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Deshmukh, Patla And Goel', 'Tak, Sandhu And Baria']; Conflicting Categories: ['Transportation', 'Dept_Store']; Conflicting Cities: ['Ludhiana', 'Bengaluru']"
MCH3662,"Mand, Walia And Bhalla",5411,Grocery,Private-Limited,Chennai,Tamil Nadu,2023-04-08 17:49:00,KFML5342009384721,ACTIVE,677.63,CONFLICTING_MERCHANT_RECORD,0.55,4,"Conflicting Names: ['Dalal-Arora', 'Mand, Walia And Bhalla', 'Banerjee Llc', 'Dey Llc']; Conflicting Categories: ['Telecom', 'Grocery', 'Apparel', 'Misc Retail']; Conflicting Cities: ['Kolkata', 'Chennai', 'Hyderabad', 'Calcutta']"
MCH3663,Saini-Gaba,5699,Apparel,Sole_Proprietor,Jaipur,Rajasthan,2025-02-03 00:00:00,,ACTIVE,377.05,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Saini-Gaba', 'Kunda-Chaudhuri']; Conflicting Categories: ['Clothing', 'Hospitality']"
MCH3666,Gera-Ranganathan,4131,Transportation,Partnership,Jaipur,Rajasthan,2023-04-12 00:00:00,,ACTIVE,243.55,SINGLETON,1.0,1,No duplicates
MCH3668,Pandey-Uppal,4131,Transportation,Sole-Proprietor,Pune,Maharashtra,2024-09-03 18:09:51,XXXX9816,ACTIVE,795.26,SINGLETON,1.0,1,No duplicates
MCH3669,"Dutta, Banerjee And Saini",5999,Miscellaneous Retail,Private Limited,Lucknow,Uttar Pradesh,2024-09-03 00:00:00,9041253658,ACTIVE,2883.4,SINGLETON,1.0,1,No duplicates
MCH3671,"Vala, Dhar And Wason",5912,Pharmacy,Individual,Chennai,Tamil Nadu,,,ACTIVE,2167.0,SINGLETON,1.0,1,No duplicates
MCH3672,"Ray, Radhakrishnan And Parmar",7011,Hotel & Lodging,Private_Limited,Lucknow,Uttar Pradesh,2024-11-30 20:09:36,GKAL4059180951446,ACTIVE,801.35,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Ray, Radhakrishnan And Parmar', 'Ramaswamy Plc']; Conflicting Categories: ['Hotel_Lodging', 'Books']; Conflicting Cities: ['Lucknow', 'Calcutta']"
MCH3674,Wason And Sons,5812,Restaurant,Individual,Delhi,Delhi,2025-07-19 21:11:25,6823891084,ACTIVE,582.77,SINGLETON,1.0,1,No duplicates
MCH3675,Grewal And Sons,4814,Telecom,Private-Limited,Pune,Maharashtra,2025-10-19 00:00:00,YCGE0713459513460,INACTIVE,263.38,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Grewal And Sons', 'Soman Llc']; Conflicting Categories: ['Phone Service', 'Miscellaneous']; Conflicting Cities: ['Pune', 'Hyderabad']"
MCH3677,Toor And Sons,5912,Pharmacy,Sole_Proprietor,Amritsar,Punjab,2025-03-03 06:28:03,XXXX6857,ACTIVE,4703.03,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Choudhury-Radhakrishnan', 'Toor And Sons']; Conflicting Categories: ['Hotel_Lodging', 'Medical_Store']; Conflicting Cities: ['Jalandhar', 'Amritsar']"
MCH3678,"Ramanathan, Oza And Aggarwal",5699,Apparel,Partnership,Jalandhar,Punjab,2023-04-03 10:00:00,9191196267,ACTIVE,1617.86,SINGLETON,1.0,1,No duplicates
MCH3679,Kumer Llc,4814,Telecom,Private-Limited,Hyd,Telangana,2025-12-15 00:00:00,1741377762,ACTIVE,587.47,SINGLETON,1.0,1,No duplicates
MCH3680,Pradhan Ltd,4131,Transportation,Private-Limited,Hyderabad,Telangana,2025-11-22 00:00:00,HAKD1990878179577,ACTIVE,519.26,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Gala And Sons', 'Pradhan Ltd']; Conflicting Categories: ['Transportation', 'Travel']; Conflicting Cities: ['Dilli', 'Hyderabad']"
MCH3682,"Dash, Kashyap And Goda",5311,Department Store,Private_Limited,Amritsar,Punjab,2025-12-01 18:10:00,UMOT0203540180050,INACTIVE,1702.0,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Dash, Kashyap And Goda', 'Upadhyay, Soni And Dhawan']; Conflicting Categories: ['Department Stores', 'Transprt']; Conflicting Cities: ['Amritsar', 'Chennai']"
MCH3683,Mander Group,5411,Grocery,Individual,Mumbai,Maharashtra,2023-10-09 00:00:00,3019047562,ACTIVE,4247.99,SINGLETON,1.0,1,No duplicates
MCH3684,Chahal-Reddy,,Grocery,Partnership,Delhi,Delhi,,,ACTIVE,629.48,SINGLETON,1.0,1,No duplicates
MCH3686,Prasad Inc,5812,Restaurant,Sole-Proprietor,Mumbai,Maharashtra,2024-09-04 03:46:00,GHWB3739951927219,ACTIVE,1179.14,SINGLETON,1.0,1,No duplicates
MCH3688,"Nayak, Brar And Sahni",4814,Telecom,Individual,Madras,Tamil Nadu,2025-08-20 00:00:00,,SUSPENDED,2787.88,SINGLETON,1.0,1,No duplicates
MCH3689,"Palla, Gara And Malhotra",5942,Books & Stationery,Partnership,Bengaluru,Karnataka,2025-02-04 00:00:00,JSVI9099789537273,INACTIVE,1319.27,SINGLETON,1.0,1,No duplicates
MCH3690,Aurora Inc,4131,Transportation,Partnership,Blr,Karnataka,2025-04-26 00:00:00,XXXX3060,ACTIVE,915.55,SINGLETON,1.0,1,No duplicates
MCH3693,"Rajagopal, Savant And Ganesan",4814,Telecom,Individual,Jalandhar,Punjab,2025-02-26 00:00:00,XXXX6831,ACTIVE,893.17,SINGLETON,1.0,1,No duplicates
MCH3694,"Date, Naidu And Raja",5912,Pharmacy,Partnership,Jalandhar,Punjab,2024-11-22 04:13:38,GPTO7610757270352,ACTIVE,4933.54,SINGLETON,1.0,1,No duplicates
MCH3696,"Pandya, Maharaj And Sundaram",5942,Books & Stationery,Individual,Poona,Maharashtra,2025-08-07 00:00:00,,SUSPENDED,416.04,SINGLETON,1.0,1,No duplicates
MCH3697,Cherian Llc,7011,Hotel & Lodging,Individual,Madras,Tamil Nadu,2023-11-04 13:30:00,,ACTIVE,2525.65,SINGLETON,1.0,1,No duplicates
MCH3698,"Prashad, Viswanathan And Sama",5311,Department Store,Partnership,Amritsar,Punjab,2026-02-09 00:00:00,,ACTIVE,514.0,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Prashad, Viswanathan And Sama', 'Khanna-Bail']; Conflicting Categories: ['Retail', 'Medical']; Conflicting Cities: ['Amritsar', 'Lucknow']"
MCH3699,Lal Ltd,5999,Miscellaneous Retail,Private Limited,Jaipur,Rajasthan,2023-06-25 06:53:54,MSXL7767787846316,ACTIVE,479.97,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Borra And Sons', 'Lal Ltd']; Conflicting Categories: ['Stationery', 'Other']; Conflicting Cities: ['Poona', 'Jaipur']"
MCH3700,"Sinha, Purohit And Shetty",5912,Pharmacy,Individual,Bengaluru,Karnataka,2025-04-01 00:00:00,2727095091,INACTIVE,1238.03,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Nath-Chakrabarti', 'Sinha, Purohit And Shetty']; Conflicting Categories: ['Food_Services', 'Chemist']; Conflicting Cities: ['Chennai', 'Bengaluru']"
MCH3701,Mand-Bhat,5999,Miscellaneous Retail,Sole-Proprietor,Lko,Uttar Pradesh,2024-05-07 00:00:00,3078444164,INACTIVE,231.29,SINGLETON,1.0,1,No duplicates
MCH3703,Khatri-Shuk1A,5812,Restaurant,Private_Limited,Jalandar,Punjab,,,SUSPENDED,3523.05,SINGLETON,1.0,1,No duplicates
MCH3705,"Prakash, Korpal And Narasimhan",5812,Restaurant,Sole-Proprietor,Jpr,Rajasthan,2025-11-10 00:00:00,,ACTIVE,753.96,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Prakash, Korpal And Narasimhan', 'Vig Ltd']; Conflicting Categories: ['Eating Place', 'Stationery']; Conflicting Cities: ['Jpr', 'Chennai']"
MCH3712,Narain-Vaidya,7011,Hotel & Lodging,Individual,Hyderabad,Telangana,2025-07-05 00:23:00,PUJI3728932216325,ACTIVE,333.0,SINGLETON,1.0,1,No duplicates
MCH3715,Bansal Inc,5942,Books & Stationery,Individual,Lucknow,Uttar Pradesh,2024-11-27 00:00:00,,SUSPENDED,2025.81,SINGLETON,1.0,1,No duplicates
MCH3718,"S0M, Barman And Bhavsar",5411,Grocery,Sole_Proprietor,Pune,Maharashtra,,2345441898,ACTIVE,312.19,SINGLETON,1.0,1,No duplicates
MCH3720,"Bedi, Sanghvi And Balakrishnan",5411,Grocery,Individual,New Delhi,Delhi,2024-04-14 08:30:13,ECCR6940813795514,ACTIVE,610.0,SINGLETON,1.0,1,No duplicates
MCH3722,Jhaveri Ltd,5912,Pharmacy,Private_Limited,Ludhiana,Punjab,2024-06-29 00:00:00,6603889131,ACTIVE,4309.0,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Upadhyay-Issac', 'Ben, Dhingra And Garde', 'Jhaveri Ltd']; Conflicting Categories: ['Other', 'Books', 'Pharmacies']; Conflicting Cities: ['Asr', 'Delhi', 'Ludhiana']"
MCH3723,Wagle-Dugar,5411,Grocery,Individual,Bengaluru,Karnataka,2023-05-31 00:00:00,0970612973,ACTIVE,1906.51,SINGLETON,1.0,1,No duplicates
MCH3725,Balan Inc,5912,Pharmacy,Sole_Proprietor,Calcutta,West Bengal,2024-10-04 18:42:00,XXXX4682,ACTIVE,2579.6,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Balan Inc', 'Puri Plc']; Conflicting Categories: ['Medical', 'Restaurants']; Conflicting Cities: ['Calcutta', 'Amritsar']"
MCH3726,Varughese Plc,4814,Telecom,Individual,Lucknow,Uttar Pradesh,2024-11-13 08:40:19,,ACTIVE,3572.06,SINGLETON,1.0,1,No duplicates
MCH3732,"Bhat, Sarin And Wag1E",,Hotel & Lodging,Sole-Proprietor,Lucknow,Uttar Pradesh,2025-06-23 19:32:43,,ACTIVE,604.0,SINGLETON,1.0,1,No duplicates
MCH3733,Ramakrishnan-Chaudhuri,7011,Hotel & Lodging,Sole_Proprietor,Amritsar,Punjab,2025-03-15 00:00:00,,ACTIVE,1213.25,SINGLETON,1.0,1,No duplicates
MCH3736,"Morar, Roy And Bali",,Grocery,Private Limited,Ludhiana,Punjab,2023-05-18 00:00:00,1010746003,ACTIVE,1684.27,CONFLICTING_MERCHANT_RECORD,0.55,4,"Conflicting Names: ['Chanda, Bandi And Pandya', 'Morar, Roy And Bali', 'Goyal-Thakur']; Conflicting Categories: ['Telecom', 'Kirana']; Conflicting Cities: ['Hyderabad', 'Ludhiana', 'Bangalore']"
MCH3737,Raval-Kurian,5812,Restaurant,Individual,Bombay,Maharashtra,2026-01-23 00:00:00,,ACTIVE,352.99,SINGLETON,1.0,1,No duplicates
MCH3739,Murty Ltd,5311,Department Store,Private_Limited,Madras,Tamil Nadu,2025-09-15 00:00:00,XXXX2052,ACTIVE,571.15,SINGLETON,1.0,1,No duplicates
MCH3742,"Mall, Sarma And Merchant",5999,Miscellaneous Retail,Partnership,Jalandhar,Punjab,2025-06-19 08:34:00,,ACTIVE,330.87,SINGLETON,1.0,1,No duplicates
MCH3743,Doctor Ltd,5912,Pharmacy,Sole_Proprietor,Hyd,Telangana,2023-01-16 20:06:00,BRVO9557812490695,ACTIVE,12417.3,SINGLETON,1.0,1,No duplicates
MCH3748,Bedi-Cherian,5311,Department Store,Individual,Mumbay,Maharashtra,2025-03-19 00:00:00,XXXX2002,SUSPENDED,1343.58,SINGLETON,1.0,1,No duplicates
MCH3753,"Raj, Gole And Bansal",5411,Grocery,Private Limited,Jalandhar,Punjab,2024-12-02 00:00:00,XXXX3925,ACTIVE,2699.51,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Raj, Gole And Bansal', 'Kala Ltd', 'Vohra-Din']; Conflicting Categories: ['Grocery Stores', 'Mobile Recharge', 'Clothing']; Conflicting Cities: ['Jalandhar', 'Kolkata', 'Calcutta']"
MCH3754,Dugal-Chawla,5812,Restaurant,Partnership,Calcutta,West Bengal,2025-01-18 00:00:00,MIWY6996336112119,ACTIVE,581.93,SINGLETON,1.0,1,No duplicates
MCH3755,Hayer And Sons,5812,Restaurant,Private_Limited,Poona,Maharashtra,2025-08-02 17:59:03,1710186455,ACTIVE,1098.64,SINGLETON,1.0,1,No duplicates
MCH3757,Chokshi Plc,4814,Telecom,Private Limited,Jaipur,Rajasthan,2025-10-23 10:04:00,KUIQ2748561079701,ACTIVE,2492.69,SINGLETON,1.0,1,No duplicates
MCH3758,Dube Ltd,5999,Miscellaneous Retail,Sole Proprietor,Delhi,Delhi,2023-09-10 22:18:52,7052831071,ACTIVE,1607.42,SINGLETON,1.0,1,No duplicates
MCH3760,Das-Ahuja,5812,Restaurant,Sole_Proprietor,Lucknow,Uttar Pradesh,2023-01-13 00:00:00,QOFI2681256583657,ACTIVE,755.0,SINGLETON,1.0,1,No duplicates
MCH3761,"Bal,Mittalandprabhakar",5999,Miscellaneous Retail,Private_Limited,Poona,Maharashtra,2025-06-11 00:00:00,,ACTIVE,6900.33,SINGLETON,1.0,1,No duplicates
MCH3764,Tandon And Sons,5912,Pharmacy,Partnership,Mumbai,Maharashtra,2025-12-30 00:00:00,,ACTIVE,3428.0,SINGLETON,1.0,1,No duplicates
MCH3765,Mohanty Llc,5311,Department Store,Partnership,Hyderabad,Telangana,2023-06-20 05:11:20,0770998127,ACTIVE,1911.75,SINGLETON,1.0,1,No duplicates
MCH3771,Bumb Inc,5999,Miscellaneous Retail,Partnership,Lko,Uttar Pradesh,2024-11-06 00:00:00,,ACTIVE,2602.75,SINGLETON,1.0,1,No duplicates
MCH3776,"Kapadia, Sathe And Shenoy",5311,Department Store,Partnership,Delhi,Delhi,,2896927884,ACTIVE,1854.99,SINGLETON,1.0,1,No duplicates
MCH3778,Karnik Inc,5912,Pharmacy,Sole_Proprietor,Jaipur,Rajasthan,,2560479060,INACTIVE,1211.0,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Karnik Inc', 'Bhagat, Sama And Murthy']; Conflicting Categories: ['Pharmacies', 'Phone Service']; Conflicting Cities: ['Jaipur', 'Amritsar']"
MCH3779,Aggarwal-Hans,5311,Department Store,Private_Limited,Calcutta,West Bengal,2024-12-04 08:30:32,VKLU5024337304270,ACTIVE,1502.01,SINGLETON,1.0,1,No duplicates
MCH3780,Hegde Group,5311,Department Store,Private_Limited,Lucknow,Uttar Pradesh,2026-02-27 20:38:00,XXXX3079,ACTIVE,315.62,CONFLICTING_MERCHANT_RECORD,0.55,3,"Conflicting Names: ['Hegde Group', 'Dass, Bath And Halder']; Conflicting Categories: ['Dept_Store', 'Department Stores']; Conflicting Cities: ['Lucknow', 'Madras']"
MCH3786,Ratta-Bhasin,5999,Miscellaneous Retail,Partnership,Bengaluru,Karnataka,2023-08-22 00:00:00,,ACTIVE,1037.97,SINGLETON,1.0,1,No duplicates
MCH3787,"Boase, Mand And Khatri",5411,Grocery,Partnership,Pune,Maharashtra,2025-03-21 00:49:00,4292433603,ACTIVE,1436.68,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Rajan-Swaminathan', 'Boase, Mand And Khatri']; Conflicting Categories: ['Hotels', 'Kirana']; Conflicting Cities: ['Kolkata', 'Pune']"
MCH3788,Bhargava And Sons,4131,Transportation,Partnership,Bengaluru,Karnataka,2025-12-18 00:00:00,SFPS7075877461991,ACTIVE,2495.65,CONFLICTING_MERCHANT_RECORD,0.55,4,"Conflicting Names: ['Divan, Kadakia And Kuruvilla', 'Kuruvilla Ltd', 'Bhargava And Sons']; Conflicting Categories: ['Retail', 'Grocery Stores', 'Bus/Taxi']; Conflicting Cities: ['Chennai', 'Hyderabad', 'Bengaluru']"
MCH3793,"Sankar, Parsa And Shere",7011,Hotel & Lodging,Sole_Proprietor,Ludhiana,Punjab,2025-03-30 00:00:00,3431564371,ACTIVE,6906.85,SINGLETON,1.0,1,No duplicates
MCH3795,Sinha-Ramesh,4814,Telecom,Partnership,Hyderabad,Telangana,2024-06-19 00:00:00,XXXX9092,ACTIVE,1083.1,SINGLETON,1.0,1,No duplicates
MCH3796,Mani-Saha,,Restaurant,Individual,Chennai,Tamil Nadu,2023-08-06 00:00:00,GQAE5409560780073,ACTIVE,860.72,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Mani-Saha', 'Swaminathan Ltd']; Conflicting Categories: ['Food', 'Cloths']; Conflicting Cities: ['Chennai', 'Poona']"
MCH3797,"Dhaliwal, Parekh And Dey",7011,Hotel & Lodging,Partnership,Jalandhar,Punjab,2024-11-02 00:00:00,XXXX1096,SUSPENDED,,SINGLETON,1.0,1,No duplicates
MCH3801,"Arya, Sachar And Khanna",5912,Pharmacy,Partnership,Blr,Karnataka,2024-01-03 13:59:47,XXXX2457,SUSPENDED,639.86,SINGLETON,1.0,1,No duplicates
MCH3803,"Tara, Wali And Sachdev",5942,Books & Stationery,Individual,Lucknow,Uttar Pradesh,2025-10-14 23:06:00,,ACTIVE,2461.72,SINGLETON,1.0,1,No duplicates
MCH3804,"Pingle, Choudhry And Sastry",5942,Books & Stationery,Sole_Proprietor,Delhi,Delhi,2025-10-13 00:00:00,,ACTIVE,729.5,SINGLETON,1.0,1,No duplicates
MCH3805,Issac-Munshi,5999,Miscellaneous Retail,Private Limited,Bengaluru,Karnataka,2023-02-19 00:00:00,2364539164,ACTIVE,7651.0,SINGLETON,1.0,1,No duplicates
MCH3806,Parmerllc,5411,Grocery,Sole_Proprietor,Jpr,Rajasthan,2024-11-04 00:00:00,6810844450,ACTIVE,1939.0,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Parmerllc', 'Thakkar-Kara']; Conflicting Categories: ['Kirana', 'Books']; Conflicting Cities: ['Jpr', 'Jaipur']"
MCH3810,Mallick-Lall,5411,Grocery,Private Limited,Lucknow,Uttar Pradesh,2025-12-07 00:00:00,XXXX7137,SUSPENDED,630.92,SINGLETON,1.0,1,No duplicates
MCH3811,"Bhat, Anand And Bakshi",,Hotel & Lodging,Individual,Bengaluru,Karnataka,,4680162216,ACTIVE,563.14,SINGLETON,1.0,1,No duplicates
MCH3817,Subramanian Group,5311,Department Store,Sole Proprietor,Ludhiana,Punjab,,XXXX6376,ACTIVE,3916.72,SINGLETON,1.0,1,No duplicates
MCH3818,Gopal-Khalsa,4814,Telecom,Partnership,Asr,Punjab,,,ACTIVE,200.35,SINGLETON,1.0,1,No duplicates
MCH3819,Butala-Patla,5999,Miscellaneous Retail,Individual,Delhi,Delhi,2023-04-08 00:00:00,XXXX5729,ACTIVE,2466.12,SINGLETON,1.0,1,No duplicates
MCH3820,Behl Llc,5311,Department Store,Partnership,Jalandar,Punjab,2023-05-30 00:00:00,8600214749,INACTIVE,983.06,SINGLETON,1.0,1,No duplicates
MCH3822,Anne And Sons,5411,Grocery,Private_Limited,Amritsar,Punjab,2026-01-21 20:10:57,,ACTIVE,2115.91,SINGLETON,1.0,1,No duplicates
MCH3824,Chand-Sarna,5812,Restaurant,Sole_Proprietor,Calcutta,West Bengal,2025-08-24 00:00:00,,ACTIVE,733.85,SINGLETON,1.0,1,No duplicates
MCH3829,Bansal Ltd,7011,Hotel & Lodging,Private_Limited,Pune,Maharashtra,2024-12-04 00:00:00,XXXX7846,ACTIVE,2565.33,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Bansal Ltd', 'Seshadri, Bansal And Ahluwalia']; Conflicting Categories: ['Hotels', 'Dept_Store']"
MCH3835,"Pillai, Ratti And Chaudhuri",4814,Telecom,Partnership,Ludhiana,Punjab,2023-01-15 10:05:00,4590776710,INACTIVE,6901.65,SINGLETON,1.0,1,No duplicates
MCH3837,Bhat Group,5311,Department Store,Individual,Delhi,Delhi,2026-01-17 00:00:00,XXXX7816,ACTIVE,2613.11,CONFLICTING_MERCHANT_RECORD,0.55,5,"Conflicting Names: ['Bhat Group', 'Balakrishnan, Mane And Ranganathan', 'Char, Naik And Sachdev', 'Sankar, Dass And Sarna']; Conflicting Categories: ['Department Store', 'Food_Services', 'Other', 'Hotel']; Conflicting Cities: ['Delhi', 'New Delhi', 'Lko']"
MCH3841,"Sandhu, Khosla And Guha",5999,Miscellaneous Retail,Partnership,Bangalore,Karnataka,2024-09-16 00:00:00,7616513593,ACTIVE,2207.18,FORMATTING_DUPLICATE,0.85,2,2 records with formatting variations consolidated
MCH3842,"Rao, Rajagopal And Ratti",4131,Transportation,Private-Limited,Jaipur,Rajasthan,2024-01-27 00:00:00,,ACTIVE,444.1,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Rao, Rajagopal And Ratti', 'Walia, Khatri And Dey']; Conflicting Categories: ['Bus/Taxi', 'Transport']; Conflicting Cities: ['Jaipur', 'Ludhiana']"
MCH3845,Hora-Bath,4131,Transportation,Individual,Bengaluru,Karnataka,2024-08-16 14:46:25,8760940800,ACTIVE,2098.39,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Hora-Bath', 'Barad-Hayre']; Conflicting Categories: ['Transprt', 'Retail Other']; Conflicting Cities: ['Bengaluru', 'Hyderabad']"
MCH3846,Nagi-Chacko,5411,Grocery,Private_Limited,Hyd,Telangana,2024-08-21 00:00:00,EAUK5999855393021,ACTIVE,1055.18,CONFLICTING_MERCHANT_RECORD,0.55,2,"Conflicting Names: ['Nagi-Chacko', 'Khanna-Badal']; Conflicting Categories: ['Kirana', 'Retail']; Conflicting Cities: ['Hyd', 'Delhi']"
MCH3847,Nair Plc,5311,Department Store,Sole-Proprietor,Poona,Maharashtra,,,ACTIVE,660.47,SINGLETON,1.0,1,No duplicates
MCH3849,Das-Ratta,4814,Telecom,Individual,Chennai,Tamil Nadu,2024-06-13 00:11:00,MLDH2446114366761,ACTIVE,4368.0,SINGLETON,1.0,1,No duplicates
MCH3853,Bhat-Dutt,5411,Grocery,Sole Proprietor,Hyderabad,Telangana,2023-03-05 00:00:00,,ACTIVE,,SINGLETON,1.0,1,No duplicates
MCH3854,"Was0N, Chauhan And Gh0Se",5812,Restaurant,Private Limited,Hyderabad,Telangana,2025-09-01 00:00:00,FZNK7723155067265,ACTIVE,528.0,SINGLETON,1.0,1,No duplicates
