user_id,full_name,pan,pan_flag,aadhaar,aadhaar_flag,city,state,occupation,monthly_income,signup_timestamp,kyc_status,risk_segment,resolution_type,resolution_confidence,raw_record_count,conflict_details
USR31871,Matthew Gole,BCXYC9634J,VALID_PAN,XXXXXXXX6704,MASKED_AADHAAR,Poona,Maharashtra,Farmer,0.91,2024-09-22 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR31873,Sudiksha Shetty,ZFAVI7553R,VALID_PAN,250751047167,VALID_12_DIGIT_AADHAAR,Bengaluru,Karnataka,Salaried,27535.0,2025-10-08 00:00:00,VERIFIED,MEDIUM,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['ZFAVI7553R', 'DUXMH2039U']; Conflicting Aadhaars: ['250751047167', '490795563070']; Conflicting Names: ['Sudiksha Shetty', 'Faraj Barman']"
USR31877,Barkha Karpe,MQBLU3407Z,VALID_PAN,834299922147,VALID_12_DIGIT_AADHAAR,Ludhiana,Punjab,Student,16712.0,2024-12-27 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31882,Amaira Doctor,MMJCH7791I,VALID_PAN,001395774531,VALID_12_DIGIT_AADHAAR,Calcutta,West Bengal,Salaried,,2025-07-22 00:00:00,UNKNOWN,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['MMJCH7791I', 'IAHBA5112K']; Conflicting KYC Statuses: ['UNKNOWN', 'REJECTED']; Conflicting Names: ['Amaira Doctor', 'Victor Dixit']"
USR31885,Mohini Bawa,,MISSING_PAN,497348560906,VALID_12_DIGIT_AADHAAR,Dilli,Delhi,Unemployed,15074.0,2024-05-10 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31889,Vasudha Mistry,KVRXM4551S,VALID_PAN,XXXXXXXX6158,MASKED_AADHAAR,Madras,Tamil Nadu,Student,36132.0,2026-02-28 11:57:55,VERIFIED,LOW,CONFLICTING_RECORD,0.5,3,"Conflicting PANs: ['KVRXM4551S', 'MGVDS9705U']; Conflicting Aadhaars: ['XXXXXXXX6158', '450777942769']; Conflicting KYC Statuses: ['VERIFIED', 'REJECTED']; Conflicting Names: ['Vasudha Mistry', 'Theodore Sen']"
USR31891,Oni Lata,ANNYI7560F,VALID_PAN,,MISSING_AADHAAR,Bangalore,Karnataka,Business Owner,19940.0,2025-02-12 00:00:00,PENDING,LOW,SINGLETON,1.0,1,No duplicate records found
USR31893,Unnatikashyap,KAMDG5254N,VALID_PAN,,MISSING_AADHAAR,Jalandhar,Punjab,Retired,37560.0,2025-08-05 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31895,Faras Babu,WNFYT7251I,VALID_PAN,986502757116,VALID_12_DIGIT_AADHAAR,Ludhiana,Punjab,Unemployed,26814.0,,VERIFIED,HIGH,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['ODZZR7558U', 'WNFYT7251I']; Conflicting Aadhaars: ['453206520603', '986502757116']; Conflicting KYC Statuses: ['PENDING', 'VERIFIED']; Conflicting Names: ['Pavani D’Alia', 'Faras Babu']"
USR31897,Fitan Saran,WKYJV9822,MALFORMED_PAN_FORMAT,XXXXXXXX9858,MASKED_AADHAAR,Chennai,Tamil Nadu,Retired,12749.0,2025-07-21 21:29:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31899,Nihal Tella,HDTWT3152Y,VALID_PAN,699953096309,VALID_12_DIGIT_AADHAAR,Madras,Tamil Nadu,Business Owner,10001.0,2025-12-08 00:00:00,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR31901,Hema Dutta,LSTOE8133Y,VALID_PAN,,MISSING_AADHAAR,Hyderabad,Telangana,Self Employed,12768.0,2024-10-10 00:00:00,VERIFIED,UNKNOWN,SINGLETON,1.0,1,No duplicate records found
USR31903,Eiravati Rattan,KFUXB2259A,VALID_PAN,XXXXXXXX7151,MASKED_AADHAAR,Dilli,Delhi,Business Owner,41131.0,2024-10-28 00:00:00,VERIFIED,LOW,EXACT_DUPLICATE,1.0,2,2 identical duplicate rows consolidated
USR31907,Lekha Ahuja,WAALY6836V,VALID_PAN,974605422438,VALID_12_DIGIT_AADHAAR,Calcutta,West Bengal,Farmer,,2026-03-21 00:00:00,VERIFIED,MEDIUM,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['JBFSB9192X', 'WAALY6836V']; Conflicting Aadhaars: ['6255810870246', '974605422438']; Conflicting Names: ['Rushil Choudhry', 'Lekha Ahuja']"
USR31908,Odika Parmar,AXJOW7493P,VALID_PAN,XXXXXXXX3414,MASKED_AADHAAR,Madras,Tamil Nadu,Farmer,48016.0,2024-02-02 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31911,Anya Balakrishnan,VLJLQ4220C,VALID_PAN,,MISSING_AADHAAR,Amritsar,Punjab,Farmer,19370.0,2024-07-10 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31913,Thomas Pandit,EUVYL6042M,VALID_PAN,,MISSING_AADHAAR,Jaipur,Rajasthan,Self Employed,13758.0,2025-04-30 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31915,Chakradev Choudhry,WAACQ7652Q,VALID_PAN,531669751427,VALID_12_DIGIT_AADHAAR,Lucknow,Uttar Pradesh,Self Employed,0.38089,2026-02-27 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31917,Viraj Swaminathan,VJCDL3708T,VALID_PAN,590057772436,VALID_12_DIGIT_AADHAAR,Calcutta,West Bengal,Gig Worker,18173.0,2024-07-03 21:17:55,VERIFIED,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['VJCDL3708T', 'YJLJC7872D']; Conflicting Aadhaars: ['590057772436', '609574941825']; Conflicting Names: ['Viraj Swaminathan', 'Zarna Lal']"
USR31918,Ekani Ramachandran,ONMAK3561K,VALID_PAN,998639585422,VALID_12_DIGIT_AADHAAR,Calcutta,West Bengal,Farmer,0.32817,2024-01-21 00:00:00,VERIFIED,MEDIUM,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['ONMAK3561K', 'DGNNN1470V']; Conflicting Aadhaars: ['998639585422', '4292489118664']; Conflicting KYC Statuses: ['VERIFIED', 'PENDING']; Conflicting Names: ['Ekani Ramachandran', 'Chaman Naik']"
USR31920,Jagrati Sangha,JGYVY6777,MALFORMED_PAN_FORMAT,104142856155,VALID_12_DIGIT_AADHAAR,Bengaluru,Karnataka,Retired,,2024-02-07 12:53:32,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR31921,Oni Johal,HUAJW0122R,VALID_PAN,985856772552,VALID_12_DIGIT_AADHAAR,Mumbai,Maharashtra,Unemployed,0.16142,2025-10-19 00:00:00,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR31922,Rudra Ranganathan,CTDCX5485V,VALID_PAN,662175754360,VALID_12_DIGIT_AADHAAR,Ludhiana,Punjab,Student,27814.0,2024-10-07 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31923,Anika Lanka,,MISSING_PAN,217386506408,VALID_12_DIGIT_AADHAAR,Pune,Maharashtra,Business Owner,13832.0,2025-01-10 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31924,Fiyaz Rana,DEILS0249Q,VALID_PAN,340776946537,VALID_12_DIGIT_AADHAAR,Lko,Uttar Pradesh,Retired,47400.0,2025-05-28 12:31:47,VERIFIED,UNKNOWN,SINGLETON,1.0,1,No duplicate records found
USR31932,Chandani Sangha,LHMKH4956Z,VALID_PAN,963821087319,VALID_12_DIGIT_AADHAAR,Bangalore,Karnataka,Retired,33324.0,2026-03-14 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR31936,Damini Deshpande,DXULK7248U,VALID_PAN,736052777451,VALID_12_DIGIT_AADHAAR,Bombay,Maharashtra,Self Employed,73159.0,2024-08-24 04:42:48,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31939,Max Barad,XYYOK4153L,VALID_PAN,194700948675,VALID_12_DIGIT_AADHAAR,Dilli,Delhi,Salaried,0.17154,2025-05-24 00:00:00,PENDING,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR31941,Indrajit Varghese,QIBPU4797A,VALID_PAN,183846713372,VALID_12_DIGIT_AADHAAR,Jalandhar,Punjab,Business Owner,0.24957,2024-08-22 12:07:30,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR31945,Gunbir Chaudry,UKASL2621F,VALID_PAN,3557272414471,EXCESS_DIGITS_AADHAAR,Chennai,Tamil Nadu,Farmer,23312.0,2025-08-19 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR31946,Sudiksha Karpe,ZGKXY4255,MALFORMED_PAN_FORMAT,883696823305,VALID_12_DIGIT_AADHAAR,Delhi,Delhi,Student,22884.0,,VERIFIED,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['ZGKXY4255', 'XPHUT2355Y']; Conflicting Aadhaars: ['883696823305', 'XXXXXXXX4100']; Conflicting KYC Statuses: ['VERIFIED', 'PENDING']; Conflicting Names: ['Sudiksha Karpe', 'Jagrati Toor']"
USR31947,Kavya Peri,KBRPE7255N,VALID_PAN,760831970763,VALID_12_DIGIT_AADHAAR,Delhi,Delhi,Student,28382.0,2024-03-22 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR31950,Varsha Nanda,SJXGS8884C,VALID_PAN,,MISSING_AADHAAR,Asr,Punjab,Farmer,20756.0,2025-05-26 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31953,Ekani Kar,KRJBG3843A,VALID_PAN,316943402972,VALID_12_DIGIT_AADHAAR,Jaipur,Rajasthan,Unemployed,,2024-08-05 22:11:10,VERIFIED,MEDIUM,CONFLICTING_RECORD,0.5,2,"Conflicting KYC Statuses: ['VERIFIED', 'PENDING']"
USR31957,Yatan Murty,MCFLA7031H,VALID_PAN,662453311038,VALID_12_DIGIT_AADHAAR,Bombay,Maharashtra,Retired,14930.0,2025-04-03 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31958,Charvi Ramanathan,BKOSO3441M,VALID_PAN,581132838880,VALID_12_DIGIT_AADHAAR,Kolkata,West Bengal,Unemployed,14400.0,2025-05-10 00:00:00,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR31964,Nakul Rai,TWCCO3325G,VALID_PAN,293434216363,VALID_12_DIGIT_AADHAAR,Lko,Uttar Pradesh,Self Employed,31879.0,2024-08-13 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31968,Vidhi Sekhon,HRZQK1161Z,VALID_PAN,078962657344,VALID_12_DIGIT_AADHAAR,Jaipur,Rajasthan,Retired,,2025-05-20 00:00:00,PENDING,HIGH,SINGLETON,1.0,1,No duplicate records found
USR31976,Oni Wali,VBIMB9656F,VALID_PAN,XXXXXXXX6121,MASKED_AADHAAR,New Delhi,Delhi,Business Owner,26281.0,2025-11-08 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR31978,Ikshita Chaudhary,ZSCKD5004,MALFORMED_PAN_FORMAT,838743941421,VALID_12_DIGIT_AADHAAR,Dilli,Delhi,Business Owner,33669.0,2025-10-19 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31981,Faras Sibal,DXRUQ2525X,VALID_PAN,XXXXXXXX0475,MASKED_AADHAAR,Ldh,Punjab,Business Owner,22619.0,2025-01-09 00:00:00,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR31984,Owen Choudhry,SSIEJ8847C,VALID_PAN,2707163191,MALFORMED_AADHAAR,Jaipur,Rajasthan,Business Owner,18648.0,2024-03-22 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR31986,Azaan Mukherjee,PJBIM0702V,VALID_PAN,1287213541266,EXCESS_DIGITS_AADHAAR,Amritsar,Punjab,Farmer,18058.0,2025-07-28 09:03:06,REJECTED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR31991,Watika Mutti,QFTCI0996B,VALID_PAN,722932010095,VALID_12_DIGIT_AADHAAR,Jalandhar,Punjab,Farmer,28758.0,2025-03-17 12:31:01,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR31999,Haritavarughese,CTBMO0742K,VALID_PAN,184772508967,VALID_12_DIGIT_AADHAAR,Jpr,Rajasthan,Business Owner,24467.0,2024-07-06 00:00:00,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR32000,Brinda Gandhi,TTIFB5244S,VALID_PAN,533102682548,VALID_12_DIGIT_AADHAAR,New Delhi,Delhi,Business Owner,18855.0,2025-07-31 00:00:00,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR32003,Saksham Suresh,XKROB9277D,VALID_PAN,877416573150,VALID_12_DIGIT_AADHAAR,Ludhiana,Punjab,Unemployed,46400.0,2024-03-26 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32012,Akshay Sidhu,AVBMS3034X,VALID_PAN,381261804294,VALID_12_DIGIT_AADHAAR,Poona,Maharashtra,Student,,2024-06-28 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR32021,Ekta Sha,GGHOL8930G,VALID_PAN,899142381227,VALID_12_DIGIT_AADHAAR,Kolkata,West Bengal,Student,57125.0,2024-04-25 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32027,Samuel Dasgupta,DTJDR1180P,VALID_PAN,699519831752,VALID_12_DIGIT_AADHAAR,Delhi,Delhi,Student,,2024-08-22 00:00:00,VERIFIED,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['1ZPG02856H', 'DTJDR1180P']; Conflicting Aadhaars: ['799247134715', '699519831752']; Conflicting Names: ['Pranit Shenoy', 'Samuel Dasgupta']"
USR32033,Chakradev Karpe,XYNEF6942M,VALID_PAN,7460880764,MALFORMED_AADHAAR,Mumbai,Maharashtra,Retired,11713.0,2024-12-25 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32036,Omkaar Khanna,MSROG2974S,VALID_PAN,462801302277,VALID_12_DIGIT_AADHAAR,Chennai,Tamil Nadu,Salaried,21872.0,2024-03-17 10:31:51,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32037,Adya Bala,MCNYS0615B,VALID_PAN,,MISSING_AADHAAR,Mumbai,Maharashtra,Salaried,0.47395,,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32038,Zaid Padmanabhan,XLYVF7552L,VALID_PAN,163488869020,VALID_12_DIGIT_AADHAAR,Hyd,Telangana,Self Employed,34855.0,,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32039,Harish Khalsa,HCSBO7623R,VALID_PAN,335711700956,VALID_12_DIGIT_AADHAAR,Amritsar,Punjab,Salaried,9051.0,2024-01-29 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR32044,Chakradhar Rajagopal,MRXKE1018C,VALID_PAN,XXXXXXXX4337,MASKED_AADHAAR,Amritsar,Punjab,Business Owner,16300.0,2024-09-28 00:00:00,VERIFIED,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['MRXKE1018C', 'AGYJS7205U']; Conflicting Aadhaars: ['XXXXXXXX4337', '886988632651']; Conflicting Names: ['Chakradhar Rajagopal', 'Bahadurjit Date']"
USR32045,Robert Khurana,RLWSK6378H,VALID_PAN,XXXXXXXX1633,MASKED_AADHAAR,Calcutta,West Bengal,Salaried,16121.0,2025-12-04 11:42:45,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR32049,Rishi Dasgupta,PYBEN7923J,VALID_PAN,621091453928,VALID_12_DIGIT_AADHAAR,Amritsar,Punjab,Gig Worker,15600.0,2025-08-06 19:54:40,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR32051,Gopal Jhaveri,RLHHE7952N,VALID_PAN,084104468734,VALID_12_DIGIT_AADHAAR,Jaipur,Rajasthan,Farmer,31541.0,2026-03-12 01:26:46,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR32053,Aashi Dyal,YZDNC2652S,VALID_PAN,009588622967,VALID_12_DIGIT_AADHAAR,Asr,Punjab,Retired,,2025-07-26 22:39:38,PENDING,LOW,SINGLETON,1.0,1,No duplicate records found
USR32054,Kiaan Shankar,OOHFI0944L,VALID_PAN,726602892015,VALID_12_DIGIT_AADHAAR,Jalandhar,Punjab,Business Owner,21726.0,2024-03-02 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32058,Xavier Ganesan,PTUGE1544T,VALID_PAN,170048811392,VALID_12_DIGIT_AADHAAR,Jaipur,Rajasthan,Freelancer,13162.0,2025-01-13 03:54:23,VERIFIED,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['PTUGE1544T', 'ZOXDX2735E']; Conflicting Aadhaars: ['170048811392', '950216034629']; Conflicting KYC Statuses: ['VERIFIED', 'REJECTED']; Conflicting Names: ['Xavier Ganesan', 'Deepa Tank']"
USR32064,Tripti Khare,NPRRA6344X,VALID_PAN,401668613946,VALID_12_DIGIT_AADHAAR,Lucknow,Uttar Pradesh,Retired,25864.0,2024-02-01 00:00:00,PENDING,MEDIUM,CONFLICTING_RECORD,0.5,2,"Conflicting KYC Statuses: ['REJECTED', 'PENDING']"
USR32069,Madhavsachdeva,YCKRG5003G,VALID_PAN,326883789027,VALID_12_DIGIT_AADHAAR,Jalandar,Punjab,Salaried,6383.0,2024-10-17 00:00:00,VERIFIED,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['YCKRG5003G', 'WYCZI9512']; Conflicting Aadhaars: ['326883789027', '520320176754']; Conflicting KYC Statuses: ['VERIFIED', 'PENDING']; Conflicting Names: ['Madhavsachdeva', 'Dhruv Devi']"
USR32072,Chanchal Borah,ZHGAN7138E,VALID_PAN,,MISSING_AADHAAR,Poona,Maharashtra,Freelancer,34000.0,2025-10-07 07:39:38,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32076,Aryan Tak,DLQJB4097E,VALID_PAN,481506561006,VALID_12_DIGIT_AADHAAR,Mumbay,Maharashtra,Self Employed,17000.0,2024-07-08 06:09:30,VERIFIED,UNKNOWN,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['DLQJB4097E', 'NB1WN4015J']; Conflicting Aadhaars: ['481506561006', '589986395524']; Conflicting KYC Statuses: ['VERIFIED', 'REJECTED']; Conflicting Names: ['Aryan Tak', 'Lucky Rao']"
USR32077,Arunima Mander,,MISSING_PAN,0989578216,MALFORMED_AADHAAR,Jpr,Rajasthan,Business Owner,39590.0,2024-08-11 22:51:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR32078,Logan Arya,LHIHY3722,MALFORMED_PAN_FORMAT,XXXXXXXX4813,MASKED_AADHAAR,Ludhiana,Punjab,Unemployed,0.1804,2025-05-27 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32079,Kashvi Srinivas,KJOKG7338R,VALID_PAN,758555834159,VALID_12_DIGIT_AADHAAR,Hyd,Telangana,Gig Worker,0.11918,,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR32085,Urvi Hari,LGAHO0828T,VALID_PAN,238114813802,VALID_12_DIGIT_AADHAAR,Delhi,Delhi,Student,14066.0,2026-01-29 00:00:00,VERIFIED,LOW,CONFLICTING_RECORD,0.5,3,"Conflicting PANs: ['DBOBL1563G', 'LGAHO0828T', 'IFGXP9468V']; Conflicting Aadhaars: ['XXXXXXXX9254', '238114813802', '084181722140']; Conflicting KYC Statuses: ['REJECTED', 'VERIFIED']; Conflicting Names: ['Samuel Mahajan', 'Urvi Hari', 'Niharika Char']"
USR32089,Jagat Pathak,ZUNID9346,MALFORMED_PAN_FORMAT,090027912696,VALID_12_DIGIT_AADHAAR,Mumbai,Maharashtra,Unemployed,32400.0,2025-03-26 22:45:00,VERIFIED,UNKNOWN,SINGLETON,1.0,1,No duplicate records found
USR32090,Anvi Chaudhary,JDFOT5962C,VALID_PAN,106203111550,VALID_12_DIGIT_AADHAAR,Mumbai,Maharashtra,Student,31060.0,2024-07-23 00:00:00,VERIFIED,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['FUXQU1413D', 'JDFOT5962C']; Conflicting Aadhaars: ['081043145239', '106203111550']; Conflicting KYC Statuses: ['REJECTED', 'VERIFIED']; Conflicting Names: ['Vritti Nayak', 'Anvi Chaudhary']"
USR32093,Zehaan Bhardwaj,ZVEOR7582Q,VALID_PAN,698858841793,VALID_12_DIGIT_AADHAAR,New Delhi,Delhi,Gig Worker,34355.0,2024-04-19 00:00:00,VERIFIED,MEDIUM,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['ZVEOR7582Q', 'ZEHJV5640E']; Conflicting Aadhaars: ['698858841793', '841627503977']; Conflicting Names: ['Zehaan Bhardwaj', 'Wakeeta Malhotra']"
USR32094,Jalsa Shah,THDXD7260J,VALID_PAN,,MISSING_AADHAAR,Lucknow,Uttar Pradesh,Business Owner,13500.0,2024-08-28 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32095,Chakradev Mallick,OOPTR7472I,VALID_PAN,319296900284,VALID_12_DIGIT_AADHAAR,Calcutta,West Bengal,Salaried,63590.0,2025-05-17 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32097,Vritti Khanna,ZTBOV0236P,VALID_PAN,749685272675,VALID_12_DIGIT_AADHAAR,Amritsar,Punjab,Gig Worker,32417.0,2024-11-28 19:52:00,VERIFIED,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['ZTBOV0236P', 'FFKKE0224R']; Conflicting Aadhaars: ['749685272675', '374387662480']; Conflicting KYC Statuses: ['VERIFIED', 'PENDING']; Conflicting Names: ['Vritti Khanna', 'Anita Dayal']"
USR32099,Zinal Sankaran,QKYJV7997J,VALID_PAN,XXXXXXXX0758,MASKED_AADHAAR,Mumbai,Maharashtra,Self Employed,28315.0,2025-06-05 00:00:00,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR32103,Urishilla Rai,KXUZK1052X,VALID_PAN,XXXXXXXX1227,MASKED_AADHAAR,Hyderabad,Telangana,Unemployed,33200.0,2025-12-23 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32105,Faras Sarna,YYCEZ2004O,VALID_PAN,,MISSING_AADHAAR,Jalandar,Punjab,Farmer,0.36474,2025-03-14 06:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32107,Sanaya Bedi,YYBGP0235,MALFORMED_PAN_FORMAT,479906814371,VALID_12_DIGIT_AADHAAR,Mumbai,Maharashtra,Salaried,18913.0,2025-03-09 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR32111,Nicholas Parmer,MFQGK2349S,VALID_PAN,828172467653,VALID_12_DIGIT_AADHAAR,Blr,Karnataka,Farmer,0.27761,2025-07-23 00:00:00,VERIFIED,HIGH,CONFLICTING_RECORD,0.5,3,"Conflicting PANs: ['MFQGK2349S', 'FFCDG6334T', 'ZCFZX5798J']; Conflicting Aadhaars: ['828172467653', '332327553704', '186900653785']; Conflicting Names: ['Nicholas Parmer', 'Rajata Buch', 'Ayaan Samra']"
USR32113,Yatin Korpal,AMYGZ3014N,VALID_PAN,375362185464,VALID_12_DIGIT_AADHAAR,Amritsar,Punjab,Self Employed,25928.0,2025-01-15 00:00:00,PENDING,UNKNOWN,SINGLETON,1.0,1,No duplicate records found
USR32124,Ishani Roy,BPRPD5826,MALFORMED_PAN_FORMAT,814376079605,VALID_12_DIGIT_AADHAAR,Pune,Maharashtra,Student,20838.0,2025-01-24 07:28:00,PENDING,LOW,SINGLETON,1.0,1,No duplicate records found
USR32128,Viraj Narasimhan,SKERA3283U,VALID_PAN,745280846076,VALID_12_DIGIT_AADHAAR,Mumbay,Maharashtra,Farmer,46490.0,2026-03-19 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR32130,Oscar Bal,VUBBZ3805G,VALID_PAN,849894439849,VALID_12_DIGIT_AADHAAR,Delhi,Delhi,Salaried,38003.0,2024-10-29 00:00:00,VERIFIED,LOW,FORMATTING_DUPLICATE,0.85,2,2 records with formatting/casing variations consolidated
USR32131,Vamakshi Issac,KPWBP7900,MALFORMED_PAN_FORMAT,,MISSING_AADHAAR,Ludhiana,Punjab,Student,71799.0,2025-12-15 19:25:17,PENDING,LOW,SINGLETON,1.0,1,No duplicate records found
USR32132,Sara Subramanian,HPECU1433D,VALID_PAN,236723841966,VALID_12_DIGIT_AADHAAR,Blr,Karnataka,Student,47515.0,2024-04-07 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
USR32133,Ansh Tailor,OPNPR0546W,VALID_PAN,XXXXXXXX7537,MASKED_AADHAAR,Mumbai,Maharashtra,Self Employed,62600.0,2024-02-16 00:00:00,VERIFIED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32140,Ekiya Konda,JEKQP2636P,VALID_PAN,506628884136,VALID_12_DIGIT_AADHAAR,Hyd,Telangana,Freelancer,41145.0,2024-01-08 08:14:03,PENDING,HIGH,SINGLETON,1.0,1,No duplicate records found
USR32141,Januja Sahota,MQTOG3495R,VALID_PAN,4657702731,MALFORMED_AADHAAR,Mumbai,Maharashtra,Salaried,30335.0,2025-10-14 00:00:00,REJECTED,LOW,SINGLETON,1.0,1,No duplicate records found
USR32142,Aarush Loke,ENWSE9187J,VALID_PAN,820173551985,VALID_12_DIGIT_AADHAAR,Jaipur,Rajasthan,Salaried,36014.0,2025-09-09 00:00:00,VERIFIED,LOW,CONFLICTING_RECORD,0.5,4,"Conflicting PANs: ['GYSLX2064E', 'ENWSE9187J', 'VZEWV0851S', 'CWJMI9037G']; Conflicting Aadhaars: ['476306524666', '820173551985']; Conflicting Names: ['Harini Yohannan', 'Aarush Loke', 'Keya Dara', 'Brinda Shukla']"
USR32150,Isaac Badal,EQEQZ3310,MALFORMED_PAN_FORMAT,892403777982,VALID_12_DIGIT_AADHAAR,Amritsar,Punjab,Salaried,23316.0,2025-04-03 21:58:17,VERIFIED,LOW,CONFLICTING_RECORD,0.5,2,"Conflicting PANs: ['WGOIO2582K', 'EQEQZ3310']; Conflicting Aadhaars: ['292336632952', '892403777982']; Conflicting KYC Statuses: ['REJECTED', 'VERIFIED']; Conflicting Names: ['Yash Bail', 'Isaac Badal']"
USR32152,Abhimanyu Chada,URBGK0797M,VALID_PAN,,MISSING_AADHAAR,Lucknow,Uttar Pradesh,Student,,2024-01-06 07:09:04,VERIFIED,HIGH,SINGLETON,1.0,1,No duplicate records found
USR32158,Pranav Jayaraman,UEHEE7653,MALFORMED_PAN_FORMAT,796516869189,VALID_12_DIGIT_AADHAAR,Delhi,Delhi,Student,14104.0,2025-05-28 21:31:00,REJECTED,UNKNOWN,SINGLETON,1.0,1,No duplicate records found
USR32159,Chanchal Puri,CEQTS4372R,VALID_PAN,116977479780,VALID_12_DIGIT_AADHAAR,Lko,Uttar Pradesh,Unemployed,17562.0,2025-03-21 00:00:00,VERIFIED,MEDIUM,SINGLETON,1.0,1,No duplicate records found
